0.602495 0.003047 1.164866e-03 7.266274e-05 
0.608590 0.003047 1.203671e-03 7.266274e-05 
0.614746 0.003078 1.150206e-03 7.566389e-05 
0.620964 0.003109 1.053024e-03 8.088436e-05 
0.627246 0.003141 1.114903e-03 7.162944e-05 
0.633590 0.003172 1.178004e-03 6.512704e-05 
0.639999 0.003204 1.142102e-03 6.984467e-05 
0.646473 0.003237 1.142756e-03 6.574004e-05 
0.653012 0.003270 1.150629e-03 5.328551e-05 
0.659618 0.003303 1.176560e-03 4.704993e-05 
0.666290 0.003336 1.186587e-03 4.829195e-05 
0.673030 0.003370 1.177721e-03 5.395166e-05 
0.679837 0.003404 1.167929e-03 5.688186e-05 
0.686714 0.003438 1.109929e-03 5.283979e-05 
0.693660 0.003473 1.185720e-03 4.477686e-05 
0.700677 0.003508 1.173394e-03 3.824457e-05 
0.707765 0.003544 1.149615e-03 3.480914e-05 
0.714924 0.003580 1.163748e-03 3.302336e-05 
0.722155 0.003616 1.159304e-03 3.060763e-05 
0.729460 0.003652 1.120624e-03 2.788054e-05 
0.736839 0.003689 1.176490e-03 2.589637e-05 
0.744292 0.003727 1.187697e-03 2.473434e-05 
0.751821 0.003764 1.167260e-03 2.429912e-05 
0.759426 0.003802 1.170130e-03 2.466665e-05 
0.767108 0.003841 1.146799e-03 2.588963e-05 
0.774867 0.003880 1.202491e-03 2.768320e-05 
0.782705 0.003919 1.138932e-03 2.973784e-05 
0.790622 0.003959 1.197134e-03 3.060733e-05 
0.798620 0.003999 1.142504e-03 2.801651e-05 
0.806698 0.004039 1.188657e-03 2.400292e-05 
0.814858 0.004080 1.158774e-03 2.106565e-05 
0.823101 0.004121 1.176205e-03 1.993422e-05 
0.831426 0.004163 1.157400e-03 2.139460e-05 
0.839837 0.004205 1.172168e-03 2.562897e-05 
0.848332 0.004248 1.174697e-03 2.793409e-05 
0.856913 0.004291 1.175435e-03 2.401280e-05 
0.865581 0.004334 1.197745e-03 1.955439e-05 
0.874336 0.004378 1.166897e-03 1.938296e-05 
0.883181 0.004422 1.212825e-03 2.382205e-05 
0.892114 0.004467 1.189099e-03 2.537824e-05 
0.901138 0.004512 1.182601e-03 2.031804e-05 
0.910253 0.004558 1.137053e-03 1.732710e-05 
0.919461 0.004604 1.163777e-03 2.081572e-05 
0.928761 0.004650 1.190513e-03 2.362211e-05 
0.938156 0.004697 1.141497e-03 1.915367e-05 
0.947646 0.004745 1.127146e-03 1.629858e-05 
0.957232 0.004793 1.149167e-03 2.118646e-05 
0.966914 0.004841 1.174571e-03 2.204816e-05 
0.976695 0.004890 1.162731e-03 1.612853e-05 
0.986574 0.004940 1.157348e-03 1.675918e-05 
0.996554 0.004990 1.192834e-03 2.091309e-05 
1.006634 0.005040 1.172377e-03 1.744650e-05 
1.016817 0.005091 1.155199e-03 1.454036e-05 
1.027102 0.005143 1.147413e-03 1.984887e-05 
1.037491 0.005195 1.198028e-03 1.854141e-05 
1.047986 0.005247 1.174484e-03 1.349408e-05 
